,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid0_cycle5_run18,263082,255306,270858,278850,278634,272154,271074,254658,277770,255522,271938,271290,264378,279066,254442,262434,277554,262218,279930,269994
grid0_cycle1_run19,277698,277908,279204,278994,277482,277902,279198,278778,270132,278124,279420,278118,270126,279414,270348,277914,270168,270342,270384,270162
grid0_cycle2_run19,279282,278850,279066,279930,279498,279714,277986,279276,277554,278844,278634,279924,277770,279270,279918,278418,278202,279060,279708,279492
grid0_cycle3_run19,279930,279282,279714,279498,264378,272154,271506,279066,263730,278850,264162,263946,271938,271722,278634,271290,263514,279894,279246,271074
grid0_cycle4_run19,279930,279282,272154,264378,271722,271506,279498,263946,264162,271938,279714,278850,263730,264372,272148,271074,264366,272142,263298,279066
grid0_cycle5_run19,279930,264378,279498,279282,272154,279714,271938,264162,271722,263946,263298,271506,256602,263514,263730,279066,278850,264156,255522,263940
grid0_cycle1_run20,278850,271074,255522,263298,276258,268482,277554,269778,279714,271938,252930,254226,262002,260706,278814,271038,279930,272154,224418,232194
grid0_cycle2_run20,279930,272154,264378,256602,279924,271938,272148,279714,264162,264372,271722,279498,263946,256386,256596,271506,279282,279492,256170,279708
grid0_cycle3_run20,279714,271938,279930,272154,279498,271722,279282,271506,264162,278418,270642,264378,278634,270858,263946,263730,278202,270426,279066,277986
grid0_cycle4_run20,271938,256386,264162,255090,272154,264378,279714,271722,270642,271506,262866,256602,263946,279282,256170,263730,279498,279930,255954,278418
grid0_cycle5_run20,271938,279714,272154,279930,279282,271506,279498,271722,270642,278418,279066,270858,271290,278634,264162,264378,271932,278850,272148,271074
grid0_cycle1_run21,279930,272154,264378,278634,270858,279894,272118,254868,264342,254220,254652,254436,256602,263082,254832,254184,278598,254400,254616,270822
grid0_cycle2_run21,256602,256386,264162,264378,279714,256170,255954,263946,279930,271938,263730,272154,279498,255738,255522,279282,271722,271506,263298,263514
grid0_cycle3_run21,271290,271938,271074,255738,255522,256386,271722,263514,256170,264162,272154,263298,271506,256602,263946,279714,279930,264378,263730,279498
grid0_cycle4_run21,256386,255738,256602,256170,255954,255522,271938,264162,271290,263514,272154,271506,271722,264378,271074,263730,263946,263298,279066,279714
grid0_cycle5_run21,256386,271938,264162,256602,256170,271722,272154,263946,271506,279930,279714,271074,279498,278850,255738,271290,256380,279066,264378,255954
grid0_cycle1_run22,264372,264366,264378,264360,264162,264150,264156,264348,264354,256590,256596,256602,279918,272154,279924,272148,272142,279930,264144,264132
grid0_cycle2_run22,264378,264150,264162,264156,264366,264372,264360,264144,263934,263940,263946,263928,263514,263724,263508,263298,263718,263292,263502,263286
grid0_cycle3_run22,263946,263730,263514,263298,264162,264378,271722,279498,279714,271938,271290,279066,263082,271506,279282,263934,272154,263940,271074,263502
grid0_cycle4_run22,263514,271290,264162,264378,263946,279066,263730,263508,279702,279714,264366,255738,263298,264150,271938,272154,256386,271284,263502,271722
grid0_cycle5_run22,264162,264378,264366,264150,279714,263298,271938,263946,263514,263292,263508,272154,278850,279930,264156,279702,263286,271074,263730,264372
grid0_cycle1_run23,264378,264162,272154,256602,271938,279930,264372,256386,279714,264156,272148,256596,264366,271932,279924,256380,264150,270852,263946,263076
grid0_cycle2_run23,271074,263298,271068,263292,272148,271932,271716,278850,278844,263514,263724,263508,271290,271500,269772,264372,263940,271284,264156,277548
grid0_cycle3_run23,256596,256602,278850,279930,271074,279924,278844,271068,255522,279498,279714,255516,272148,272154,279282,263298,256386,256170,264372,279492
grid0_cycle4_run23,279282,279498,255954,271506,263946,278850,264378,256170,263730,279066,279930,271722,256602,271290,279714,272154,271074,264162,255738,255522
grid0_cycle5_run23,272154,279930,264378,271722,279498,271938,263946,256602,279714,264162,256170,271506,279282,278850,256386,271290,271074,270858,263730,279066
grid0_cycle1_run24,277554,277770,277548,277764,269778,277518,269994,269772,277734,277512,269988,278850,277728,269742,278844,269958,277542,269736,279066,271074
grid0_cycle2_run24,278850,277554,277548,278844,271074,269772,269778,271068,277770,277764,270858,270852,270642,270636,278418,278412,279066,279060,269994,269988
grid0_cycle3_run24,278850,277986,254658,262434,279282,270210,278844,271506,263730,255954,277980,279066,279498,279714,279276,278412,278418,254652,262428,255090
grid0_cycle4_run24,279708,271932,279276,271500,279924,279492,279714,270636,272148,271938,271716,270852,279282,271506,278412,278628,262860,263076,270204,278844
grid0_cycle5_run24,271938,271506,279714,271074,271722,279498,278850,278844,271932,264162,279708,270210,256386,279282,270642,263298,271068,279060,263946,271290
grid0_cycle1_run25,271506,279282,263730,272154,264378,279930,271470,279246,263694,272118,279894,264342,263514,279066,271290,279714,279498,271722,264162,263946
grid0_cycle2_run25,263730,263946,264162,271722,279498,271506,279282,263514,271290,279930,271938,279714,272154,264378,279066,279924,272148,255954,256170,263298
grid0_cycle3_run25,278850,279498,279930,279282,279492,279066,279486,255522,279270,279924,279276,279918,271074,263298,256170,263946,279714,255954,271722,278814
grid0_cycle4_run25,279930,271938,263730,271506,279924,271722,263946,279714,271290,272154,271074,279282,264162,279708,263514,271932,279498,255954,279918,256170
grid0_cycle5_run25,279924,279930,271722,271506,263298,279714,271074,271290,271938,272154,279498,263730,263946,279708,271284,272148,278628,279066,271716,279282
grid0_cycle1_run26,271278,277758,255942,277974,254430,271494,262422,263502,279054,270198,254646,269982,255726,263718,279270,262206,255906,263466,277938,254394
grid0_cycle2_run26,279918,279486,271710,271494,256158,255942,279270,271926,278622,279930,279702,272142,279924,256374,256590,271278,264150,279054,264366,263934
grid0_cycle3_run26,256602,256386,279918,255954,256590,255306,264378,263730,256170,279930,278622,279486,271938,279498,256596,271722,264162,271506,263298,271710
grid0_cycle4_run26,271506,279282,279498,271290,279930,279714,279066,271722,271938,278850,263946,263730,279276,271500,264162,271284,263514,271074,256170,256602
grid0_cycle5_run26,256170,256386,255738,255954,256602,256374,256158,255732,255516,255942,255726,279930,256590,255522,256164,256380,279918,255948,263946,264162
