,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid1_cycle2_run1,279930,279714,279498,272154,279924,279282,264378,279066,279918,278850,256602,279912,271938,248826,278634,279708,279894,279906,241050,271722
grid1_cycle3_run1,279930,279714,279498,272154,279282,264378,279066,278850,256602,279924,248826,271938,241050,279918,271722,264162,271506,263946,279894,256386
grid1_cycle4_run1,279930,279714,279498,279282,279066,278850,272154,279924,264378,279918,271938,256602,279708,279894,279912,271722,279492,271506,264162,279276
grid1_cycle5_run1,279930,279714,279498,279282,279066,278850,279924,272154,279918,279708,264378,279894,279492,271938,279912,279276,271722,279702,279060,271506
grid1_cycle1_run2,279750,279786,279822,279858,279894,279930,279534,279570,279606,279642,279678,279714,279318,279354,279390,279426,279462,279498,279102,279138
grid1_cycle2_run2,279930,279714,279498,279282,279924,279066,278850,279918,279912,279894,279708,279906,278634,279492,272154,279900,279702,279276,279858,279486
grid1_cycle3_run2,279930,279924,279918,279714,279912,279498,279906,279900,279282,279066,279708,278850,279702,279492,279696,279486,279276,279690,279480,279684
grid1_cycle4_run2,279930,279714,279498,279282,279924,279066,278850,279918,279912,279708,279906,279492,279702,279900,272154,279276,279486,279060,279696,278844
grid1_cycle5_run2,279930,279714,279498,279282,279924,279066,278850,279918,279912,279708,279906,279492,272154,279702,279900,279276,279486,279060,279894,279696
grid1_cycle1_run3,279930,279714,279498,279282,279066,278850,279894,272154,279858,279924,264378,279822,279678,271938,279918,279462,256602,279786,271722,279642
grid1_cycle2_run3,279930,279714,279498,279282,279066,278850,272154,271938,271722,271506,271290,271074,264378,279924,264162,263946,263730,263514,263298,279708
grid1_cycle3_run3,279930,279714,279498,279282,279066,278850,272154,271938,271722,264378,271506,271290,271074,279924,264162,263946,256602,263730,263514,263298
grid1_cycle4_run3,279930,279714,279498,279282,279066,278850,272154,279924,271938,271722,271506,271290,279708,271074,279492,279276,279060,278844,264378,279918
grid1_cycle5_run3,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,272154,271938,271722,271506,279918,271290,271074,279702
grid1_cycle1_run4,279930,279924,279918,279912,279906,279900,279714,279498,279708,279282,279702,279696,279492,279690,279066,279486,279684,279480,278850,279276
grid1_cycle2_run4,279930,279714,279498,279282,279924,279066,278850,279918,272154,279912,279708,264378,279492,278634,279906,279702,279276,279900,271938,279486
grid1_cycle3_run4,279930,279714,279498,279282,279066,278850,279924,272154,279918,279912,279708,264378,279492,279906,271938,279702,279276,256602,279900,271722
grid1_cycle4_run4,279930,279714,279498,279282,279066,278850,279924,279918,272154,279708,279912,279492,264378,279276,279702,279906,271938,279060,279486,279900
grid1_cycle5_run4,279930,279714,279498,279282,279066,278850,279924,279708,279492,279918,279276,279060,278844,272154,279702,279486,279912,279270,279054,271938
grid1_cycle1_run5,278850,279066,279282,279498,279714,279930,271074,271290,271506,271722,263298,263514,271938,263730,263946,255522,255738,264162,255954,272154
grid1_cycle2_run5,279930,279714,279498,279282,279066,278850,279894,272154,279678,271938,279462,271722,279246,271506,279030,271290,278814,271074,279858,264378
grid1_cycle3_run5,279930,279714,279498,279282,279066,278850,272154,271938,271722,264378,271506,271290,279924,271074,279894,264162,263946,279708,256602,263730
grid1_cycle4_run5,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,279924,271074,271290,271506,271722,271938,272154,278838,279054
grid1_cycle5_run5,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,272154,271938,271722,271506,271290,271074,279918,279702
grid1_cycle1_run6,278850,279066,279282,279498,279714,278844,279060,279930,278814,279276,279030,278838,279054,279492,279246,279270,278778,278832,279708,279462
grid1_cycle2_run6,279930,279714,279498,279924,279282,279066,279918,278850,279912,279708,279906,279492,279900,272154,279702,279276,279486,279894,279696,279060
grid1_cycle3_run6,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,279054,278838,279912,279696
grid1_cycle4_run6,279930,279714,279498,279282,279066,278850,279924,279918,272154,279708,279492,279912,279276,264378,279702,279060,271938,278844,279486,271722
grid1_cycle5_run6,279930,279714,279498,279282,279066,278850,279924,279918,272154,279912,279708,279492,279906,264378,279702,279276,279900,279486,279060,271938
grid1_cycle1_run7,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,279054,278838,279912,279696
grid1_cycle2_run7,279930,279714,279498,279282,279066,278850,279924,279708,279918,279492,279276,279060,278844,279702,279912,272154,279486,279270,279054,278838
grid1_cycle3_run7,279930,279714,279498,279282,279066,278850,279924,279918,279708,279492,279276,279912,279060,279702,278844,272154,279486,279270,279906,279054
