,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid2_cycle5_run3,263946,279060,278844,271722,279924,264162,263940,271938,271716,256170,264156,279930,271932,262650,270426,256386,264372,256164,272148,262866
grid2_cycle1_run4,256596,263076,255300,264372,256602,264378,256590,263070,255294,264366,255306,263082,270780,264300,264336,256524,270816,272112,272076,263004
grid2_cycle2_run4,278844,278850,279282,279066,255522,279498,279930,263514,263730,264378,279714,279060,278838,279276,263946,255516,263298,264372,263724,263082
grid2_cycle3_run4,278850,278844,279066,279282,279498,279714,279930,279060,263298,279276,279492,279924,271074,263292,279708,263514,264378,264372,263508,263730
grid2_cycle4_run4,264378,263946,264372,264162,279498,279930,279714,279282,263940,264156,279492,279066,278850,279924,279708,263730,263514,263298,279276,279060
grid2_cycle5_run4,264378,264162,263946,278850,263730,263514,263298,279282,279066,279498,279714,279930,271074,271722,278844,264156,264372,263940,271506,271290
grid2_cycle1_run5,279930,256170,272154,279498,271722,264378,254874,279714,263946,255954,279924,256602,271938,254658,279282,254868,271506,264162,256386,256164
grid2_cycle2_run5,279924,263730,255954,279930,279714,272148,279282,255948,279498,264372,271506,263946,279918,279708,279066,254658,262434,263724,254652,264162
grid2_cycle3_run5,279924,279930,264378,272148,264372,272154,263946,263730,279708,279282,279498,279492,264162,279714,279276,279066,279060,271506,271932,271722
grid2_cycle4_run5,279930,279282,279924,279498,264378,263946,263730,264372,271722,279714,272154,279066,271506,272148,279276,279708,278850,279492,277986,279060
grid2_cycle5_run5,279924,279930,279282,264378,264372,263730,279498,279714,271506,263946,272148,279708,272154,255954,279276,271722,279492,264162,256596,256170
grid2_cycle1_run6,279498,271722,256170,263946,279066,271290,278850,271074,279282,271506,279480,271704,254442,254874,279930,277770,269994,254226,256152,272154
grid2_cycle2_run6,271722,271290,271506,279498,279066,279282,279930,255738,271716,271938,271074,272154,271284,279060,255954,279276,270426,263514,271500,263946
grid2_cycle3_run6,271722,271506,271290,279498,255954,272154,255738,256602,256170,279930,279282,263946,263730,263514,264378,255522,279066,271074,263298,271938
grid2_cycle4_run6,279714,271938,279498,271722,271506,279930,272154,279282,279708,271932,271290,279066,279924,272148,271500,279492,271716,279276,271284,279060
grid2_cycle5_run6,271506,279282,271290,279066,279714,279930,271938,271722,279498,272154,271074,279924,279708,279276,271500,278850,263514,271284,279060,271932
grid2_cycle1_run7,254226,270642,254220,271938,255522,271500,271716,279498,279282,278418,277554,271506,262866,255516,269778,270858,271722,279714,278850,269772
grid2_cycle2_run7,271500,279276,279060,271284,263292,263724,278844,271068,279924,263508,263298,264156,263940,271932,278850,271074,271716,278628,279282,279066
grid2_cycle3_run7,271074,279708,256170,271290,263940,279924,272148,263946,264372,278850,264156,270852,255954,271716,255522,263298,263076,263724,269778,277554
grid2_cycle4_run7,264378,279930,256602,263946,263940,272154,256170,264372,271716,263298,272148,255954,263730,278850,279924,279492,263082,255306,279066,263724
grid2_cycle5_run7,264378,264372,263514,263946,263730,279930,256602,271290,264162,279924,256170,271722,272154,263724,263298,255306,271506,263082,264156,279066
grid2_cycle1_run8,279066,278850,279282,279714,279930,279498,279054,279270,277986,279060,279702,279918,278838,279276,278418,277770,278844,278634,279486,277554
grid2_cycle2_run8,264378,263514,263298,263730,271074,263946,271290,279282,278850,279930,271506,279066,264162,256602,272154,256170,255954,262434,271722,262218
grid2_cycle3_run8,271938,279714,279930,279282,272154,279498,271722,271506,278850,271500,279276,279708,271932,279066,279924,279060,271074,272148,271716,278844
grid2_cycle4_run8,271938,279714,272154,279930,256602,271722,256386,279498,264162,263946,278850,271932,277986,279282,271074,272148,271500,264378,271506,263298
grid2_cycle5_run8,271938,278850,264162,271074,263298,256386,264378,278844,255522,256602,271068,272154,263292,264372,279930,263724,271500,271932,263940,272148
grid2_cycle1_run9,279924,279930,278628,272148,278634,264372,279492,278844,279276,272154,279060,277554,279708,277548,278196,278850,277980,271716,277986,277764
grid2_cycle2_run9,279930,279924,278628,278634,272154,270858,271722,278412,278196,279492,279708,279714,279498,277764,279060,278418,263076,279066,263082,277980
grid2_cycle3_run9,279930,279924,272154,272148,279714,264378,279708,271938,279282,278850,278634,279276,279066,278628,279498,264372,271506,278844,271932,271074
grid2_cycle4_run9,279714,279930,272154,279498,271938,279282,279066,271722,271506,278850,271074,264378,271290,264162,278418,278634,263730,263946,272148,270858
grid2_cycle5_run9,279930,272154,279714,279924,279498,264378,279282,256602,272148,278418,271722,271938,279918,271506,278634,263298,271074,270858,278202,279066
grid3_cycle1_run0,263730,263298,263724,263292,255954,262434,255948,278850,262428,278844,256380,255522,255516,263946,264156,264162,256386,271074,263940,271068
grid3_cycle2_run0,263730,279282,271506,255954,263946,279498,271722,262434,263298,256170,263514,271074,278850,279066,271290,270210,262650,254658,277986,270426
grid3_cycle3_run0,263730,263946,263514,263298,271506,279282,271290,271722,279498,264162,271074,279066,271938,279714,278850,279930,272154,264378,263940,263724
grid3_cycle4_run0,263298,263730,271506,279282,263514,255954,263946,271290,279498,255522,263292,279066,278850,272154,271074,263940,270858,271938,278202,279714
grid3_cycle5_run0,263298,263730,279714,264162,263946,271938,272154,279498,263514,279282,279930,271506,271722,264378,271290,271074,279066,278850,255954,256386
grid3_cycle1_run1,279498,278202,254874,256170,279282,254658,263946,277986,255954,271722,262650,279066,279930,270426,279714,277770,254442,278634,255738,263730
grid3_cycle2_run1,264162,263946,263730,262650,271938,262866,279714,255738,263514,256386,278202,270642,271506,279498,278418,270426,279282,255954,271722,263082
grid3_cycle3_run1,264162,271506,263730,271938,279714,255954,279282,263946,264378,256170,256386,271722,279498,255738,256602,272154,279930,278418,263514,271290
grid3_cycle4_run1,263730,264162,263946,264378,271506,263514,271290,279714,271938,279930,254874,272154,263298,255738,279282,278418,270642,271722,270858,279498
grid3_cycle5_run1,279714,279498,264162,279930,263946,271938,263730,264378,271722,271506,279282,272154,263514,271290,255954,279066,263298,256170,255738,256386
grid3_cycle1_run2,256386,256602,278634,278196,278412,278628,278418,278202,279930,256170,277548,279060,278844,272154,277980,271710,271926,277986,271722,255090
grid3_cycle2_run2,256602,279708,279492,256170,271932,279276,256386,271716,278412,278196,271722,279498,256596,271500,256380,271068,277980,271938,279060,264156
grid3_cycle3_run2,256602,263946,264378,271722,256170,263940,264162,279498,263730,263724,263508,256596,256386,264156,279282,271506,271716,255954,272154,271938
grid3_cycle4_run2,256602,264378,256170,256386,255738,255954,263946,271722,272154,279930,279498,279282,271506,279714,264156,271290,271938,263730,263514,264162
grid3_cycle5_run2,264378,264162,256602,256386,263946,263730,264372,264156,272154,279930,271938,279714,263514,263724,256170,263940,271506,279282,255954,271722
grid3_cycle1_run3,279498,279714,279282,279066,279930,278850,271506,271074,271290,271722,271938,277986,278634,272154,278418,278202,264162,277770,263946,270210
grid3_cycle2_run3,279930,279498,279714,279282,272154,271938,271722,279066,271506,271290,278850,271074,264162,263946,263730,264378,263514,263298,279924,279492
grid3_cycle3_run3,279498,279714,279282,279930,271722,271938,271506,279066,272154,278850,271290,271074,263946,264162,263730,263514,256170,256386,264378,255954
grid3_cycle4_run3,271506,279282,271722,279498,271938,272154,279930,279714,279066,271074,278850,256170,263946,263730,279924,255954,271290,279708,279276,263724
grid3_cycle5_run3,279498,279282,271722,279930,279714,271506,263730,271938,263946,272154,279066,264162,264378,278850,263514,271290,256170,271074,279924,263298
grid3_cycle1_run4,256602,264378,263730,264162,263514,271074,271290,271938,271506,279066,278850,263946,279282,263298,279714,255306,271722,272154,279930,279498
grid3_cycle2_run4,264378,264372,263946,256602,263940,263292,272154,279924,264162,279492,263730,263298,279276,264156,272148,279930,263724,278844,271716,271068
grid3_cycle3_run4,264378,279930,272154,263946,263730,264162,279282,279498,279714,264372,271506,271722,271938,263940,279066,263724,256602,279924,272148,271290
grid3_cycle4_run4,279498,279930,279714,272154,279282,271722,264378,263946,271938,264162,271506,263730,256602,263940,256170,271716,279492,256386,264372,264156
grid3_cycle5_run4,279498,279282,279714,279930,279066,271722,263946,264378,278850,271506,263730,271938,272154,279492,264162,271716,263940,279276,279060,271290
grid3_cycle1_run5,256596,264372,271932,279924,271716,256380,272148,264156,271284,263508,279708,279492,271500,255732,263940,256164,279276,255300,279060,263724
grid3_cycle2_run5,264162,271938,279714,264378,263514,272154,263946,279930,263730,271506,271722,256386,271290,278418,279498,256602,264372,279282,270642,264156
grid3_cycle3_run5,264378,256602,279930,264162,256386,271938,272154,264372,279714,263082,263514,264156,255306,278634,279066,256170,279924,262866,255090,279708
grid3_cycle4_run5,264378,264162,271938,279714,271722,279498,279066,256602,263946,263514,279930,271290,272154,271506,279282,256386,264372,263082,263730,278850
grid3_cycle5_run5,264378,264162,263946,263730,263514,271290,271722,271506,263298,271938,272154,279066,271074,279498,279282,279714,279930,278850,256602,256386
grid3_cycle1_run6,256380,256596,256164,256374,255948,256386,256602,255732,256170,255954,255738,256158,256590,255942,255726,255078,255084,254868,255300,254652
grid3_cycle2_run6,264372,264156,279930,264378,263940,279924,279714,279708,279498,279492,272148,264162,263514,272154,271932,263298,256164,271716,256380,263508
grid3_cycle3_run6,264378,272154,279930,264372,279924,270858,272148,264156,256170,263946,279492,256164,263940,271722,263082,279498,279708,256602,264162,271938
grid3_cycle4_run6,272154,264378,279930,271722,271074,271938,271290,279498,264162,263514,263298,256602,278850,279066,263946,263082,271506,279714,270858,279282
grid3_cycle5_run6,264378,279930,272154,256602,264162,279498,279714,263946,271938,271722,263298,271506,263730,271074,263514,279282,271290,278850,279066,270858
grid3_cycle1_run7,279282,279930,279066,279498,271506,271290,279714,279924,263730,279276,271722,279060,271500,255954,263514,271284,279492,279708,278850,255738
grid3_cycle2_run7,272154,279066,271290,279498,279060,279714,271722,279930,263514,271938,264378,279492,279708,271074,278850,279276,279282,270858,279924,272148
grid3_cycle3_run7,271938,279714,279930,264162,272154,264378,256386,256602,279282,271506,263730,279498,271722,263946,279066,278850,255954,256170,271074,271290
grid3_cycle4_run7,279714,279930,271722,279498,263946,271938,272154,279282,271506,264162,264378,263730,279066,271290,256170,278850,256602,263514,256386,255954
grid3_cycle5_run7,263730,264162,263946,264378,279714,271722,279498,271938,279930,272154,271506,279282,263514,278850,256386,256170,279066,271290,255954,271074
grid3_cycle1_run8,279282,263730,271506,263946,264162,278202,255954,263514,279498,264378,255738,262650,271290,277986,279066,271722,270426,264156,256170,256386
grid3_cycle2_run8,279498,279930,264378,279282,264162,263946,279714,272154,263730,263514,271722,279066,271506,271290,256386,271938,256170,255954,256602,255738
