,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid3_cycle1_run4,279930,279498,279714,272154,279282,279066,264378,279924,271938,271722,264162,263946,279492,279708,271506,271290,279276,279060,272148,263730
grid3_cycle2_run4,279480,279498,278838,278844,278850,279486,278202,278196,278190,278184,279048,279054,279060,279066,277986,277980,277974,277968,279282,279276
grid3_cycle3_run4,269514,272142,270414,277518,261738,279282,277758,270420,279276,279270,268860,270426,279264,264378,262596,261732,263460,279246,262386,269508
grid3_cycle4_run4,270126,278130,278094,255252,270156,270162,262608,278112,270168,278118,278124,262614,270174,278088,270192,278148,255234,270198,278154,270204
grid3_cycle5_run4,270414,256308,253566,270420,278562,276636,246216,247926,263622,270408,245478,263616,247920,278580,278556,263610,270390,245472,276618,278586
grid3_cycle1_run5,277548,278850,278844,277554,277980,279282,277764,277770,279060,279066,279276,277986,271074,269778,269772,271068,271500,269988,269994,271284
grid3_cycle2_run5,269526,276210,269562,255486,269550,255480,269520,255474,269514,276216,261126,276222,276246,276252,276258,263298,263292,263286,261102,261966
grid3_cycle3_run5,263472,253062,269082,261918,252924,252930,261924,255090,255084,255078,279210,269088,255054,255048,279204,255042,263250,270774,279198,270780
grid3_cycle4_run5,277086,261786,264150,255918,255912,255906,276858,261780,264126,264120,264114,278166,276864,279030,255942,278190,260658,255738,276870,255732
grid3_cycle5_run5,264258,262956,269346,263004,269340,272136,254610,269334,253128,262998,269328,272142,262992,272148,254604,272154,255180,269310,262974,269304
grid3_cycle1_run6,254442,261966,270210,277734,254622,254226,262182,277518,277986,269742,277770,270174,262218,254658,269994,262398,254190,262434,254406,269778
grid3_cycle2_run6,255258,254424,233268,254388,254394,254400,254406,233262,233256,216210,254430,254568,254436,254442,216204,233238,233232,209640,216198,223032
grid3_cycle3_run6,262860,254172,208422,264126,255840,216390,223476,254352,216384,208428,264144,216378,223470,264150,216372,264156,223464,208434,255846,264162
grid3_cycle4_run6,231474,262164,276252,262200,263478,216990,216984,232500,254622,276258,263472,207138,254616,278202,216966,216960,254610,216954,263466,216996
grid3_cycle5_run6,261336,230592,206592,269664,278130,223224,271062,263082,262218,269670,278124,223218,223212,278118,206598,261480,271056,208974,278112,223230
grid3_cycle1_run7,255522,255450,255486,255444,255516,255480,278778,278772,278814,278844,278850,278808,255474,255438,255510,254220,254148,254154,254190,254184
grid3_cycle2_run7,255270,277512,261966,277476,261960,277482,261930,261924,270642,270636,277518,279060,270606,270600,270570,270564,263868,263874,277548,279066
grid3_cycle3_run7,263868,254226,254406,254400,271074,271068,254370,254364,271038,279426,271032,278412,279420,271002,261996,262002,270996,261966,261960,278382
grid3_cycle4_run7,263874,271278,268902,270786,268878,268872,268866,254826,254832,271290,254838,271284,268842,268836,268830,278850,269094,253326,270810,254862
grid3_cycle5_run7,269346,270198,262578,254370,262572,262566,254364,279204,276792,254358,276786,276246,262542,279198,262536,262530,262434,254334,254328,262428
grid3_cycle1_run8,276468,276690,276684,276252,276906,277122,276900,277116,276258,276474,277338,277332,276666,276246,276234,276450,276678,276882,277110,276240
grid3_cycle2_run8,230460,231510,278832,277290,214218,271020,278838,271026,271032,277284,214212,278844,271038,278850,271056,271062,209514,215292,209508,271068
